Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Sem1_Approval_Rate,Sem2_Approval_Rate,Grade_Trend,Overall_Grade,Financial_Risk_Score,Struggle_Ratio,Parent_Qualification_Sum
1,8,5,2,1,1,1,13,10,6,10,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,0,0.0,23
1,6,1,11,1,1,1,1,3,4,4,1,0,0,0,1,0,19,0,0,6,6,6,14.0,0,0,6,6,6,13.666666666666666,0,13.9,-0.3,0.79,1,0.9998333611064822,0.9998333611064822,-0.3333333333333339,13.833333333333332,1,0.9998333611064822,4
1,1,5,5,1,1,1,22,27,10,10,1,0,0,0,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0,0.0,0.0,0.0,0.0,1,0.0,49
1,8,2,15,1,1,1,23,27,6,4,1,0,0,1,0,0,20,0,0,6,8,6,13.428571428571429,0,0,6,10,5,12.4,0,9.4,-0.8,-3.12,1,0.9998333611064822,0.8331944675887352,-1.0285714285714285,12.914285714285715,0,1.999600079984003,50
2,12,1,3,0,1,1,22,28,10,10,0,0,0,1,0,0,45,0,0,6,9,5,12.333333333333334,0,0,6,6,6,13.0,0,13.9,-0.3,0.79,1,0.8331944675887352,0.9998333611064822,0.6666666666666661,12.666666666666668,0,0.9998333611064822,50
2,12,1,17,0,12,1,22,27,10,8,0,0,1,1,1,0,50,0,0,5,10,5,11.857142857142858,0,0,5,17,5,11.5,5,16.2,0.3,-0.92,1,0.9998000399920015,0.9998000399920015,-0.35714285714285765,11.678571428571429,1,3.3993201359728054,49
1,1,1,12,1,1,1,13,28,8,11,1,0,0,1,0,1,18,0,0,7,9,7,13.3,0,0,8,8,8,14.345,0,15.5,2.8,-4.06,1,0.999857163262391,0.9998750156230471,1.045,13.822500000000002,0,0.9998750156230471,41
1,9,4,11,1,1,1,22,27,10,10,1,0,0,0,1,0,22,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,0,0.0,0.0,0.0,0.0,1,5000.0,49
1,1,3,10,1,1,15,1,1,10,10,0,0,0,1,0,1,21,1,0,6,8,6,13.875,0,0,6,7,6,14.142857142857142,0,16.2,0.3,-0.92,1,0.9998333611064822,0.9998333611064822,0.26785714285714235,14.008928571428571,0,1.1664722546242292,2
1,1,1,10,1,1,1,1,14,5,8,1,0,1,0,0,0,18,0,0,6,9,5,11.4,0,0,6,14,2,13.5,0,8.9,1.4,3.51,0,0.8331944675887352,0.33327778703549404,2.0999999999999996,12.45,2,6.9965017491254375,15
1,1,1,14,1,1,1,23,14,6,8,1,0,0,1,0,0,18,0,0,6,6,6,12.333333333333334,0,0,6,7,5,14.2,0,13.9,-0.3,0.79,1,0.9998333611064822,0.8331944675887352,1.8666666666666654,13.266666666666666,0,1.3997200559888021,37
1,1,1,12,1,1,1,13,28,10,10,1,0,0,1,0,1,18,0,0,8,8,7,13.214285714285714,0,0,8,8,7,13.214285714285714,0,12.7,3.7,-1.7,1,0.8748906386701663,0.8748906386701663,0.0,13.214285714285714,0,1.142693900871304,41
1,1,2,16,1,1,1,13,27,5,10,1,0,0,1,0,0,19,0,0,6,6,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0,0.0,0.0,0.0,0.0,0,0.0,40
1,17,1,11,1,16,1,1,1,5,8,1,0,0,1,0,1,21,0,0,6,7,6,10.571428571428571,0,0,6,8,5,11.0,0,8.9,1.4,3.51,1,0.9998333611064822,0.8331944675887352,0.4285714285714288,10.785714285714285,0,1.5996800639872024,2
1,1,1,6,1,1,1,23,27,6,6,1,0,0,1,0,1,18,0,0,5,7,4,13.25,0,0,5,5,5,12.0,0,10.8,1.4,1.74,1,0.7998400319936012,0.9998000399920015,-1.25,12.625,0,0.9998000399920015,50
1,1,1,15,1,1,1,13,27,10,4,1,0,0,1,0,0,20,0,0,6,6,5,13.2,0,0,6,7,0,0.0,0,15.5,2.8,-4.06,0,0.8331944675887352,0.0,-13.2,6.6,0,7000.0,40
1,8,2,12,1,1,1,13,1,6,5,1,0,0,1,0,0,18,0,0,7,8,7,13.30625,0,0,8,8,8,14.545,0,15.5,2.8,-4.06,1,0.999857163262391,0.9998750156230471,1.2387499999999996,13.925625,0,0.9998750156230471,14
1,1,1,8,1,1,1,3,14,4,6,1,0,0,1,0,0,20,0,0,5,8,4,12.5,1,0,5,8,4,12.25,2,10.8,1.4,1.74,1,0.7998400319936012,0.7998400319936012,-0.25,12.375,0,1.9995001249687576,17
1,1,3,2,1,1,1,1,1,10,9,0,0,0,1,0,1,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,1,0.0,0.0,0.0,0.0,0,0.0,2
1,1,4,12,1,1,1,13,14,2,2,1,0,0,1,0,0,18,0,0,8,12,7,12.857142857142858,0,0,8,12,7,12.857142857142858,0,12.7,3.7,-1.7,1,0.8748906386701663,0.8748906386701663,0.0,12.857142857142858,0,1.714040851306956,27
1,1,4,14,1,1,1,1,28,5,8,1,0,0,1,0,1,19,0,0,6,8,6,13.375,0,0,6,7,6,12.285714285714286,0,11.1,0.6,2.02,1,0.9998333611064822,0.9998333611064822,-1.0892857142857135,12.830357142857142,0,1.1664722546242292,29
1,1,1,12,1,1,1,13,14,4,8,0,0,0,1,0,0,19,0,0,7,8,6,13.296666666666669,0,0,8,9,7,14.114285714285714,0,11.1,0.6,2.02,1,0.857020425653478,0.8748906386701663,0.8176190476190452,13.70547619047619,0,1.285530638480217,27
1,8,2,10,1,1,1,13,28,8,9,1,0,0,1,0,0,21,0,0,6,9,6,11.375,0,0,6,9,6,13.285714285714286,0,16.2,0.3,-0.92,1,0.9998333611064822,0.9998333611064822,1.9107142857142865,12.330357142857142,0,1.4997500416597234,41
